Node,Name,Latitude,Longitude,Limit,Type,kVolts
4071,BROWNSVILLE 2 1,25.943923,-97.317944,0,,115
4072,CORPUS CHRISTI 10 0,27.768021,-97.399135,0,,115
4073,MISSION 1 0,26.208,-98.3992,0,,230
4074,MISSION 1 1,26.208,-98.3992,0,,115
4075,MISSION 1 2,26.208,-98.3992,176.3300018,Natural Gas,24
4076,MISSION 1 3,26.208,-98.3992,176.3300018,Natural Gas,24
4077,MISSION 1 4,26.208,-98.3992,176.3300018,Natural Gas,24
4078,CORPUS CHRISTI 8 0,27.729894,-97.385247,0,,115
4079,MISSION 3 0,26.318913,-98.370054,0,,115
4080,CORPUS CHRISTI 3 0,27.6064,-97.3117,0,,230
4081,CORPUS CHRISTI 3 1,27.6064,-97.3117,0,,115
4082,CORPUS CHRISTI 3 2,27.6064,-97.3117,243.3999939,Natural Gas,13.80000019
4083,CORPUS CHRISTI 3 3,27.6064,-97.3117,243.3999939,Natural Gas,13.80000019
4084,CORPUS CHRISTI 3 4,27.6064,-97.3117,243.3999939,Natural Gas,13.80000019
4085,CORPUS CHRISTI 3 5,27.6064,-97.3117,352,Natural Gas,13.80000019
4086,RIO HONDO 0,26.261363,-97.489015,0,,115
4087,CORPUS CHRISTI 5 0,27.695151,-97.269443,0,,115
4088,PHARR 0,26.149684,-98.189714,0,,115
4089,SANTA ROSA 1 0,26.269683,-97.867012,0,,115
4090,SANTA ROSA 1 1,26.269683,-97.867012,1.399999976,Coal,13.80000019
4091,SANTA ROSA 1 2,26.269683,-97.867012,23.5,Coal,13.80000019
4092,SANTA ROSA 1 3,26.269683,-97.867012,7.599999905,Coal,13.80000019
4093,SANTA ROSA 1 4,26.269683,-97.867012,28,Coal,13.80000019
4094,SANTA ROSA 1 5,26.269683,-97.867012,28,Coal,13.80000019
4095,SANTA ROSA 1 6,26.269683,-97.867012,28,Coal,13.80000019
4096,SANTA ROSA 1 7,26.269683,-97.867012,28,Coal,13.80000019
4097,SANTA ROSA 1 8,26.269683,-97.867012,28,Coal,13.80000019
4098,SANTA ROSA 1 9,26.269683,-97.867012,28,Coal,13.80000019
4099,ODEM 0,27.962924,-97.679027,0,,115
4100,CORPUS CHRISTI 13 0,27.77425,-97.438774,0,,115
4101,LAREDO 3 0,27.556989,-99.267161,0,,115
4102,OLMITO 0,26.02176,-97.526109,0,,115
4103,EDINBURG 1 0,26.451477,-98.092002,0,,115
4104,TAFT 2 0,27.9386,-97.4586,0,,115
4105,TAFT 2 1,27.9386,-97.4586,180,Wind,18
4106,PORT ISABEL 0,26.051625,-97.312767,0,,115
4107,DONNA 0,26.1619,-98.058657,0,,115
4108,INGLESIDE 0,27.867937,-97.202971,0,,115
4109,CORPUS CHRISTI 11 0,27.683277,-97.406289,0,,115
4110,LOS FRESNOS 0,26.235,-97.271778,0,,115
4111,HARLINGEN 2 0,26.252832,-97.743596,0,,115
4112,RIVIERA 0,27.139147,-97.90137,0,,115
4113,LAREDO 1 0,27.5667,-99.5089,0,,230
4114,LAREDO 1 1,27.5667,-99.5089,0,,115
4115,LAREDO 1 2,27.5667,-99.5089,131.8000031,Natural Gas,13.80000019
4116,LAREDO 1 3,27.5667,-99.5089,131.8000031,Natural Gas,13.80000019
4117,JOURDANTON 0,28.764536,-98.48596,0,,115
4118,GEORGE WEST 0,28.257475,-98.143051,0,,115
4119,ROMA 0,26.53255,-99.112986,0,,115
4120,CORPUS CHRISTI 12 0,27.752006,-97.436501,0,,115
4121,SANTA MARIA 0,26.052713,-97.740451,0,,115
4122,MCALLEN 1 0,26.271965,-98.23657,0,,115
4123,CORPUS CHRISTI 7 0,27.662514,-97.371365,0,,115
4124,FALFURRIAS 0,26.880517,-98.216213,0,,115
4125,PETTUS 0,28.5409,-97.957001,0,,115
4126,BROWNSVILLE 3 0,25.988942,-97.443582,0,,115
4127,ALICE 0,27.65992,-98.07572,0,,115
4128,RIO GRANDE CITY 0,26.582929,-98.521632,0,,115
4129,PREMONT 0,27.634419,-98.496692,0,,115
4130,FREER 0,27.835918,-98.62897,0,,115
4131,PEARSALL 0,28.9275,-99.0919,0,,230
4132,PEARSALL 1,28.9275,-99.0919,0,,115
4133,PEARSALL 2,28.9275,-99.0919,33.59999847,Natural Gas,20
4134,PEARSALL 3,28.9275,-99.0919,33.59999847,Natural Gas,20
4135,PEARSALL 4,28.9275,-99.0919,33.59999847,Natural Gas,20
4136,PEARSALL 5,28.9275,-99.0919,33.59999847,Natural Gas,20
4137,PEARSALL 6,28.9275,-99.0919,67.19999695,Natural Gas,20
4138,PEARSALL 7,28.9275,-99.0919,66,Natural Gas,20
4139,SANDIA 0,28.093161,-97.962915,0,,115
4140,SARITA 1 0,27.223056,-97.789167,0,,230
4141,SARITA 1 1,27.223056,-97.789167,0,,115
4142,SARITA 1 2,27.223056,-97.789167,188,Wind,13.80000019
4143,DILLEY 0,28.703396,-99.191188,0,,115
4144,ORANGE GROVE 0,27.986244,-98.060187,0,,115
4145,PORTLAND 0,27.892132,-97.384238,0,,115
4146,LAREDO 4 0,27.373543,-99.350596,0,,230
4147,LAREDO 4 1,27.373543,-99.350596,0,,115
4148,THREE RIVERS 0,28.310347,-98.573186,0,,115
4149,ROCKPORT 0,28.120701,-97.19689,0,,115
4150,CORPUS CHRISTI 15 0,27.73963,-97.46682,0,,115
4151,ARMSTRONG 1 0,27.0011,-97.5994,0,,230
4152,ARMSTRONG 1 1,27.0011,-97.5994,0,,115
4153,ARMSTRONG 1 2,27.0011,-97.5994,283.2000122,Wind,18
4154,PENITAS 0,26.321607,-98.476164,0,,115
4155,SULLIVAN CITY 0,26.253727,-98.567191,0,,115
4156,CORPUS CHRISTI 6 0,27.703573,-97.345045,0,,115
4157,MISSION 2 0,26.296434,-98.299977,0,,115
4158,CORPUS CHRISTI 1 0,27.8139,-97.4283,0,,230
4159,CORPUS CHRISTI 1 1,27.8139,-97.4283,0,,115
4160,CORPUS CHRISTI 1 2,27.8139,-97.4283,197.7700043,Natural Gas,13.80000019
4161,CORPUS CHRISTI 1 3,27.8139,-97.4283,197.7700043,Natural Gas,13.80000019
4162,CORPUS CHRISTI 1 4,27.8139,-97.4283,197.7700043,Natural Gas,13.80000019
4163,CORPUS CHRISTI 1 5,27.8139,-97.4283,9,Natural Gas,13.80000019
4164,GRULLA 0,26.274827,-98.654824,0,,115
4165,SARITA 2 0,27.1197,-97.5499,0,,115
4166,SARITA 2 1,27.1197,-97.5499,201,Wind,13.80000019
4167,HARGILL 0,26.477435,-97.921496,0,,115
4168,CORPUS CHRISTI 14 0,27.810698,-97.440395,0,,115
4169,MATHIS 0,28.103247,-97.808031,0,,115
4170,ARANSAS PASS 0,27.873028,-97.092196,0,,115
4171,SAN BENITO 0,26.106086,-97.629292,0,,115
4172,PLEASANTON 0,28.935779,-98.428996,0,,115
4173,REFUGIO 0,28.291147,-96.899059,0,,115
4174,LYTLE 0,29.203679,-98.776694,0,,115
4175,LAREDO 2 0,27.751747,-99.126085,0,,115
4176,BRUNI 1 0,27.576111,-98.905278,0,,115
4177,BRUNI 1 1,27.576111,-98.905278,150,Wind,13.80000019
4178,GOLIAD 0,28.568278,-97.579237,0,,115
4179,SAN DIEGO 0,27.849558,-98.385775,0,,115
4180,PORT ARANSAS 0,27.777437,-97.114983,0,,115
4181,TAFT 1 0,27.9958,-97.2967,200.1000061,Wind,230
4182,TAFT 1 1,27.9958,-97.2967,0,,115
4183,SAN PERLITA 0,26.475278,-97.691111,203,Wind,230
4184,SAN PERLITA 1,26.475278,-97.691111,0,,115
4185,ZAPATA 0,26.930929,-99.162765,0,,115
4186,SANTA ROSA 2 0,26.345257,-97.794892,0,,115
4187,COTULLA 0,28.293173,-99.214344,0,,115
4188,QUEMADO 0,28.951173,-100.593386,0,,115
4189,CARRIZO SPRINGS 0,28.524903,-99.50848,0,,115
4190,LAREDO 5 0,27.545404,-99.461989,0,,115
4191,RAYMONDVILLE 0,26.569308,-97.442331,0,,115
4192,BROWNSVILLE 1 0,25.9131,-97.5214,75,Natural Gas,230
4193,BROWNSVILLE 1 1,25.9131,-97.5214,0,,115
4194,SEBASTIAN 1 0,26.34892,-97.6668,201.6000061,Wind,115
4195,OILTON 0,27.488056,-99.005278,92,Wind,500
4196,OILTON 1,27.488056,-99.005278,0,,230
4197,OILTON 2,27.488056,-99.005278,0,,115
5003,GARLAND 5 0,32.911702,-96.674838,0,,161
5004,KERENS 0,32.158265,-96.329632,0,,161
5005,LIPAN 0,32.527015,-98.008849,0,,161
5006,DALLAS 24 0,32.969699,-96.797334,0,,161
5007,DENTON 4 0,33.231569,-97.109882,0,,161
5008,ALBANY 2 0,32.790131,-99.24184,0,,161
5009,DALLAS 21 0,32.864887,-96.790359,0,,161
5010,PLANO 2 0,33.031561,-96.673164,0,,161
5011,THORNTON 0,31.299588,-96.608952,0,,161
5012,DENTON 5 0,33.220974,-97.146038,0,,161
5013,EARLY 0,31.842565,-98.805134,0,,161
5014,DECATUR 0,33.276319,-97.514178,0,,161
5015,KELLER 2 0,32.928037,-97.283914,0,,500
5016,KELLER 2 1,32.928037,-97.283914,0,,161
5017,PONDER 0,33.198704,-97.311628,0,,161
5018,JACKSBORO 1 0,33.06797,-98.337652,0,,500
5019,JACKSBORO 1 1,33.06797,-98.337652,0,,161
5020,JACKSBORO 1 2,33.06797,-98.337652,120,Wind,13.80000019
5021,ALEDO 1 0,32.7206,-97.5142,0,,500
5022,ALEDO 1 1,32.7206,-97.5142,0,,161
5023,ALEDO 1 2,32.7206,-97.5142,4.800000191,Natural Gas,13.80000019
5024,GATESVILLE 4 0,31.417256,-97.755604,0,,161
5025,CLEBURNE 2 0,32.276663,-97.508356,0,,161
5026,FORT WORTH 14 0,32.639029,-97.335106,0,,161
5027,FORT WORTH 23 0,32.667305,-97.416615,0,,161
5028,FORT WORTH 1 0,32.823978,-97.048681,0,,161
5029,TROY 0,31.195905,-97.265253,0,,161
5030,SPRINGTOWN 0,32.853068,-97.6966,0,,161
5031,PRINCETON 0,33.151747,-96.483157,0,,161
5032,DALLAS 27 0,32.746823,-96.802681,0,,161
5033,DALLAS 1 0,32.648611,-96.644444,0,,500
5034,DALLAS 1 1,32.648611,-96.644444,0,,161
5035,DALLAS 1 2,32.648611,-96.644444,4.199999809,Natural Gas,13.19999981
5036,DALLAS 1 3,32.648611,-96.644444,6.400000095,Natural Gas,13.19999981
5037,DALLAS 1 4,32.648611,-96.644444,308.4700012,Natural Gas,13.19999981
5038,DALLAS 1 5,32.648611,-96.644444,308.4700012,Natural Gas,13.19999981
5039,DALLAS 1 6,32.648611,-96.644444,308.4700012,Natural Gas,13.19999981
5040,DALLAS 1 7,32.648611,-96.644444,308.4700012,Natural Gas,13.19999981
5041,DALLAS 1 8,32.648611,-96.644444,308.4700012,Natural Gas,13.19999981
5042,DALLAS 1 9,32.648611,-96.644444,308.4700012,Natural Gas,13.19999981
5043,ROYSE CITY 0,32.945503,-96.375325,0,,161
5044,BOYD 0,33.041942,-97.597083,0,,161
5045,STEPHENVILLE 0,32.282235,-98.196717,0,,500
5046,STEPHENVILLE 1,32.282235,-98.196717,0,,161
5047,MANSFIELD 0,32.503973,-97.188374,0,,500
5048,MANSFIELD 1,32.503973,-97.188374,0,,161
5049,GREENVILLE 1 0,33.1707,-96.1264,0,,500
5050,GREENVILLE 1 1,33.1707,-96.1264,0,,161
5051,GREENVILLE 1 2,33.1707,-96.1264,84.69999695,Natural Gas,22
5052,GREENVILLE 1 3,33.1707,-96.1264,0,,115
5053,PLANO 4 0,33.090085,-96.740008,0,,161
5054,GROESBECK 0,31.503056,-96.520013,0,,161
5055,GRAHAM 0,33.1344,-98.6117,0,,500
5056,GRAHAM 1,33.1344,-98.6117,0,,161
5057,GRAHAM 2,33.1344,-98.6117,317.3500061,Natural Gas,13.80000019
5058,GRAHAM 3,33.1344,-98.6117,317.3500061,Natural Gas,13.80000019
5059,MABANK 2 0,32.277759,-96.105332,0,,161
5060,MABANK 2 1,32.277759,-96.105332,0,,115
5061,MABANK 2 2,32.277759,-96.105332,0,,115
5062,MABANK 2 3,32.277759,-96.105332,0,,115
5063,ARLINGTON 1 0,32.775093,-97.14209,0,,500
5064,ARLINGTON 1 1,32.775093,-97.14209,0,,161
5065,ARLINGTON 1 2,32.775093,-97.14209,10.60000038,Natural Gas,13.80000019
5066,ARLINGTON 1 3,32.775093,-97.14209,1.799999952,Natural Gas,13.80000019
5067,ARLINGTON 1 4,32.775093,-97.14209,438.269989,Natural Gas,13.80000019
5068,ARLINGTON 1 5,32.775093,-97.14209,438.269989,Natural Gas,13.80000019
5069,ARLINGTON 1 6,32.775093,-97.14209,438.269989,Natural Gas,13.80000019
5070,DALLAS 41 0,32.781246,-96.878831,0,,161
5071,WACO 3 0,31.576824,-97.127249,0,,161
5072,DALLAS 19 0,32.997373,-96.788213,0,,161
5073,BANGS 0,31.706204,-99.151374,0,,161
5074,PROSPER 0,33.241902,-96.807989,0,,161
5075,EVANT 0,31.553908,-98.049081,0,,161
5076,TERRELL 1 0,32.738471,-96.169166,0,,161
5077,TERRELL 1 1,32.738471,-96.169166,0,,115
5078,AUBREY 0,33.273449,-96.990119,0,,161
5079,WACO 4 0,31.513756,-97.152983,0,,161
5080,LORENA 0,31.268644,-97.202495,0,,161
5081,FORT HOOD 0,31.143642,-97.761047,0,,161
5082,ARLINGTON 5 0,32.692105,-97.086517,0,,161
5083,MCKINNEY 3 0,33.172033,-96.69627,0,,500
5084,MCKINNEY 3 1,33.172033,-96.69627,0,,161
5085,DALLAS 38 0,32.665618,-96.873056,0,,161
5086,ARLINGTON 9 0,32.719328,-97.155028,0,,161
5087,MILFORD 0,32.137513,-96.99247,0,,161
5088,CLIFTON 1 0,31.8694,-97.3667,0,,161
5089,CLIFTON 1 1,31.8694,-97.3667,41.79999924,Hydro,13.80000019
5090,DALLAS 15 0,32.831279,-96.771191,0,,161
5091,FROST 0,32.038687,-96.807932,0,,161
5092,GRANDVIEW 0,32.280923,-97.16076,0,,161
5093,HASLET 0,32.986624,-97.377255,0,,161
5094,BARDWELL 0,32.211123,-96.752827,0,,161
5095,LAKE DALLAS 0,33.110351,-97.005469,0,,161
5096,PLANO 1 0,33.021793,-96.615482,0,,161
5097,EULESS 2 0,32.814107,-97.091323,0,,161
5098,FORT WORTH 24 0,32.581858,-97.420575,0,,161
5099,FLOWER MOUND 2 0,33.03489,-97.124906,0,,161
5100,DALLAS 11 0,32.770635,-96.746362,0,,161
5101,COMANCHE 0,31.891101,-98.614553,0,,161
5102,RICHARDSON 2 0,32.976063,-96.74208,0,,500
5103,RICHARDSON 2 1,32.976063,-96.74208,0,,161
5104,FORT WORTH 8 0,32.620058,-97.274934,0,,161
5105,IRVING 1 0,32.9192,-96.9894,0,,161
5106,IRVING 1 1,32.9192,-96.9894,10.80000019,Coal,13.80000019
5107,IRVING 1 2,32.9192,-96.9894,5.699999809,Coal,13.80000019
5108,DALLAS 44 0,32.636077,-96.964622,0,,161
5109,LANCASTER 1 0,32.562744,-96.752161,0,,161
5110,PALO PINTO 2 0,32.764096,-98.276879,0,,161
5111,ADDISON 0,32.960047,-96.838522,0,,161
5112,HICO 0,32.001481,-97.8826,0,,161
5113,KRUM 0,33.278823,-97.302309,0,,161
5114,KAUFMAN 0,32.568801,-96.255103,0,,161
5115,CADDO MILLS 0,33.066284,-96.222134,0,,161
5116,PLANO 7 0,33.034225,-96.811607,0,,161
5117,FORT WORTH 5 0,32.691147,-97.262625,0,,161
5118,BAIRD 0,32.341152,-99.198272,0,,161
5119,PERRIN 0,33.014983,-98.053654,0,,161
5120,BROWNWOOD 0,31.748303,-99.032891,0,,500
5121,BROWNWOOD 1,31.748303,-99.032891,0,,161
5122,DALLAS 6 0,32.841987,-96.702574,0,,161
5123,MARLIN 0,31.202394,-96.814239,0,,161
5124,MARLIN 1,31.202394,-96.814239,0,,115
5125,ARLINGTON 6 0,32.784952,-97.100052,0,,161
5126,DALLAS 8 0,32.912633,-96.736637,0,,161
5127,JONESBORO 0,31.769003,-97.804426,0,,161
5128,DALLAS 33 0,32.753141,-96.839613,0,,161
5129,GOLDTHWAITE 2 0,31.627357,-98.546717,0,,161
5130,PLANO 5 0,33.021268,-96.741558,0,,161
5131,BELTON 0,31.051688,-97.499909,0,,500
5132,BELTON 1,31.051688,-97.499909,0,,161
5133,TOLAR 0,32.362649,-97.924354,0,,161
5134,BRECKENRIDGE 0,32.804272,-98.892466,0,,161
5135,EASTLAND 0,32.495875,-98.66402,0,,161
5136,COOPER 0,33.462218,-95.757461,0,,161
5137,WACO 1 0,31.475671,-97.083854,0,,500
5138,WACO 1 1,31.475671,-97.083854,0,,161
5139,DALLAS 42 0,32.923189,-96.891721,0,,161
5140,GATESVILLE 1 0,31.486416,-97.706884,0,,161
5141,ANNA 0,33.321734,-96.378479,0,,161
5142,MOODY 0,31.285086,-97.390061,0,,161
5143,FORT WORTH 2 0,32.775915,-97.180963,0,,161
5144,WACO 6 0,31.627123,-97.215893,0,,161
5145,GRAND PRAIRIE 1 0,32.72944,-96.996462,0,,161
5146,ROWLETT 2 0,32.938077,-96.556367,0,,161
5147,PLANO 6 0,33.075422,-96.802686,0,,161
5148,IRVING 5 0,32.874833,-96.996735,0,,161
5149,DALLAS 7 0,32.878497,-96.707819,0,,161
5150,BRYSON 2 0,33.276426,-98.382374,0,,161
5151,MORGAN 0,31.988989,-97.52976,0,,161
5152,SACHSE 0,32.969008,-96.580883,0,,161
5153,PARADISE 0,33.098727,-97.723422,0,,161
5154,RIO VISTA 0,32.108512,-97.395815,0,,161
5155,STRAWN 0,32.759373,-98.666449,0,,161
5156,May-00,31.931233,-98.927404,0,,161
5157,DESOTO 0,32.599427,-96.864075,0,,161
5158,MESQUITE 2 0,32.771707,-96.616717,0,,161
5159,ROSEBUD 0,31.082267,-96.953514,0,,161
5160,DENTON 2 0,33.208811,-97.055133,0,,161
5161,DALLAS 4 0,32.824924,-96.679438,0,,161
5162,AXTELL 0,31.661047,-96.955129,0,,161
5163,NOLANVILLE 0,31.075955,-97.604369,0,,161
5164,DENTON 1 0,33.1975,-97.1061,0,,500
5165,DENTON 1 1,33.1975,-97.1061,0,,161
5166,DENTON 1 2,33.1975,-97.1061,126.5,Natural Gas,13.80000019
5167,DENTON 1 3,33.1975,-97.1061,1.600000024,Natural Gas,13.80000019
5168,DALLAS 39 0,32.868529,-96.876118,0,,161
5169,DUBLIN 1 0,32.338611,-98.476111,0,,161
5170,DUBLIN 1 1,32.338611,-98.476111,60,Wind,18
5171,MERTENS 0,32.043976,-96.91458,0,,161
5172,WEATHERFORD 1 0,32.682733,-97.782298,0,,161
5173,PLANO 3 0,33.056756,-96.730831,0,,161
5174,MALONE 0,31.924604,-96.904503,0,,161
5175,DENTON 3 0,33.149467,-97.096016,0,,161
5176,GRAFORD 0,32.904994,-98.324274,0,,161
5177,ARLINGTON 8 0,32.635563,-97.148829,0,,161
5178,ROCKWALL 1 0,32.851681,-96.43617,0,,161
5179,CORSICANA 2 0,32.057938,-96.632547,0,,500
5180,CORSICANA 2 1,32.057938,-96.632547,0,,161
5181,GARLAND 2 0,32.928902,-96.619782,0,,161
5182,GATESVILLE 2 0,31.476579,-97.728745,0,,161
5183,CARROLLTON 3 0,32.962473,-96.89817,0,,161
5184,FORT WORTH 26 0,32.775409,-97.435599,0,,161
5185,RHOME 0,33.093365,-97.462793,0,,161
5186,VENUS 0,32.426322,-97.090328,0,,161
5187,OLNEY 2 0,33.250203,-98.925556,0,,161
5188,CARROLLTON 1 0,33.050164,-96.87454,0,,161
5189,DALLAS 20 0,32.802132,-96.788852,0,,161
5190,GORDON 0,32.587603,-98.333604,0,,161
5191,MERIDIAN 0,31.916215,-97.710123,0,,161
5192,KILLEEN 4 0,30.936006,-97.934579,0,,500
5193,KILLEEN 4 1,30.936006,-97.934579,0,,161
5194,DUNCANVILLE 1 0,32.66066,-96.911882,0,,161
5195,ARGYLE 0,33.114675,-97.173782,0,,161
5196,BRYSON 1 0,33.205801,-98.365069,0,,500
5197,BRYSON 1 1,33.205801,-98.365069,0,,161
5198,BRYSON 1 2,33.205801,-98.365069,150,Wind,18
5199,FORT WORTH 12 0,32.759104,-97.329756,0,,161
5200,MINERAL WELLS 0,32.799602,-98.126806,0,,161
5201,COOLIDGE 0,31.661096,-96.760043,0,,161
5202,RICE 0,32.229113,-96.475509,0,,161
5203,DALLAS 35 0,32.999309,-96.841688,0,,161
5204,POOLVILLE 0,33.0583,-97.9103,0,,500
5205,POOLVILLE 1,33.0583,-97.9103,0,,161
5206,POOLVILLE 2,33.0583,-97.9103,248.6699982,Natural Gas,13.80000019
5207,POOLVILLE 3,33.0583,-97.9103,248.6699982,Natural Gas,13.80000019
5208,POOLVILLE 4,33.0583,-97.9103,248.6699982,Natural Gas,13.80000019
5209,WALNUT SPRINGS 0,32.083522,-97.736712,0,,161
5210,BEDFORD 2 0,32.830658,-97.145157,0,,161
5211,HUBBARD 0,31.848506,-96.807276,0,,161
5212,FERRIS 0,32.439873,-96.678049,0,,161
5213,GARLAND 4 0,32.880196,-96.651555,0,,161
5214,DALLAS 32 0,32.711405,-96.838591,0,,161
5215,PILOT POINT 0,33.371246,-96.933242,0,,161
5216,FORT WORTH 6 0,32.724047,-97.269432,0,,161
5217,NORTH RICHLAND HILLS 2 0,32.840011,-97.225295,0,,161
5218,JUSTIN 0,33.099993,-97.340499,0,,161
5219,SCURRY 0,32.464756,-96.43952,0,,161
5220,SANGER 0,33.373051,-97.213359,0,,161
5221,KILLEEN 1 0,31.149208,-97.633196,0,,161
5222,MABANK 1 0,32.436676,-96.079558,0,,161
5223,MEXIA 0,31.654919,-96.468137,0,,161
5224,CARROLLTON 2 0,33.005262,-96.896742,0,,161
5225,NEVADA 0,33.061789,-96.393331,0,,161
5226,ZEPHYR 0,31.686677,-98.776277,0,,161
5227,TERRELL 2 0,32.758408,-96.301323,0,,161
5228,DALLAS 14 0,32.665447,-96.759451,0,,161
5229,DALLAS 13 0,32.750602,-96.756846,0,,161
5230,DALLAS 28 0,32.811847,-96.812903,0,,161
5231,HAMILTON 0,31.686814,-98.187029,0,,161
5232,ARLINGTON 7 0,32.692186,-97.133304,0,,161
5233,EULESS 1 0,32.860285,-97.086028,0,,161
5234,FRISCO 1 0,33.163129,-96.790192,0,,161
5235,SALADO 0,30.925736,-97.59865,0,,161
5236,OLNEY 1 0,33.383611,-98.711944,0,,500
5237,OLNEY 1 1,33.383611,-98.711944,0,,161
5238,OLNEY 1 2,33.383611,-98.711944,225,Wind,18
5239,GOLDTHWAITE 1 0,31.383333,-98.466667,0,,500
5240,GOLDTHWAITE 1 1,31.383333,-98.466667,0,,161
5241,GOLDTHWAITE 1 2,31.383333,-98.466667,0,,115
5242,GOLDTHWAITE 1 3,31.383333,-98.466667,0,,115
5243,GOLDTHWAITE 1 4,31.383333,-98.466667,150,Wind,13.80000019
5244,FORT WORTH 22 0,32.70065,-97.386965,0,,161
5245,GRAPEVINE 0,32.925765,-97.071545,0,,161
5246,GLEN ROSE 2 0,32.208483,-97.795247,0,,161
5247,KOPPERL 0,32.117538,-97.575601,0,,161
5248,BEDFORD 1 0,32.852971,-97.130443,0,,161
5249,FORT WORTH 29 0,32.787009,-97.523856,0,,161
5250,DALLAS 5 0,32.767119,-96.689321,0,,161
5251,GRAND PRAIRIE 2 0,32.776671,-97.009389,0,,161
5252,DALLAS 22 0,32.902679,-96.793393,0,,161
5253,FLOWER MOUND 1 0,33.03271,-97.06007,0,,161
5254,ROANOKE 0,33.009335,-97.22672,0,,161
5255,MILLSAP 0,32.704456,-97.993148,0,,161
5256,FORRESTON 0,32.237512,-96.842324,0,,161
5257,ITALY 0,32.177712,-96.85118,0,,161
5258,FORNEY 0,32.743178,-96.4549,0,,161
5259,LAVON 0,33.012652,-96.454083,0,,161
5260,GLEN ROSE 1 0,32.298365,-97.785515,0,,500
5261,GLEN ROSE 1 1,32.298365,-97.785515,0,,161
5262,GLEN ROSE 1 2,32.298365,-97.785515,1215,Nuclear,13.80000019
5263,GLEN ROSE 1 3,32.298365,-97.785515,1215,Nuclear,13.80000019
5264,DE LEON 0,32.298594,-98.552257,0,,161
5265,KELLER 1 0,32.924009,-97.225148,0,,161
5266,CEDAR HILL 0,32.580181,-96.964675,0,,161
5267,MC GREGOR 0,31.409518,-97.531134,0,,161
5268,COMMERCE 0,33.316269,-95.788968,0,,161
5269,MIDLOTHIAN 2 0,32.469267,-96.99071,0,,161
5270,WEST 0,31.816191,-97.243292,0,,161
5271,BARTLETT 0,30.789254,-97.291628,0,,161
5272,DALLAS 16 0,32.792496,-96.772763,0,,161
5273,COPPELL 0,32.963417,-96.984664,0,,161
5274,WILMER 0,32.605192,-96.674333,0,,161
5275,DAWSON 0,31.866953,-96.655804,0,,161
5276,MART 0,31.560995,-96.802449,0,,161
5277,LITTLE ELM 0,33.176495,-96.950551,0,,161
5278,TEMPLE 2 0,31.075303,-97.252433,0,,161
5279,TEMPLE 1 0,31.055833,-97.317222,0,,500
5280,TEMPLE 1 1,31.055833,-97.317222,0,,161
5281,TEMPLE 1 2,31.055833,-97.317222,267.730011,Natural Gas,13.80000019
5282,TEMPLE 1 3,31.055833,-97.317222,267.730011,Natural Gas,13.80000019
5283,TEMPLE 1 4,31.055833,-97.317222,267.730011,Natural Gas,13.80000019
5284,QUINLAN 0,32.924709,-96.113355,0,,161
5285,CHICO 0,33.315883,-97.857678,0,,161
5286,DUBLIN 2 0,32.075301,-98.34862,0,,161
5287,ARLINGTON 2 0,32.59121,-97.039429,0,,161
5288,WOLFE CITY 0,33.420872,-95.945707,0,,161
5289,DALLAS 26 0,32.944622,-96.801792,0,,161
5290,WHITNEY 0,31.959701,-97.330421,0,,161
5291,FORT WORTH 25 0,32.913522,-97.433835,0,,161
5292,FORT WORTH 27 0,32.847326,-97.482178,0,,161
5293,JOSHUA 0,32.425936,-97.539874,0,,161
5294,DALLAS 12 0,32.873485,-96.747539,0,,161
5295,MCKINNEY 1 0,33.166944,-96.601666,0,,500
5296,MCKINNEY 1 1,33.166944,-96.601666,0,,161
5297,MCKINNEY 1 2,33.166944,-96.601666,3.200000048,Natural Gas,13.80000019
5298,MCKINNEY 1 3,33.166944,-96.601666,115,Natural Gas,13.80000019
5299,MCKINNEY 1 4,33.166944,-96.601666,115,Natural Gas,13.80000019
5300,MCKINNEY 1 5,33.166944,-96.601666,115,Natural Gas,13.80000019
5301,MCKINNEY 1 6,33.166944,-96.601666,82.69999695,Natural Gas,13.80000019
5302,MCKINNEY 1 7,33.166944,-96.601666,463.75,Natural Gas,13.80000019
5303,MCKINNEY 1 8,33.166944,-96.601666,463.75,Natural Gas,13.80000019
5304,ALLEN 1 0,33.089587,-96.607767,0,,500
5305,ALLEN 1 1,33.089587,-96.607767,0,,161
5306,ALEDO 2 0,32.695708,-97.631482,0,,161
5307,THE COLONY 0,33.070292,-96.912391,0,,161
5308,SUNNYVALE 0,32.80051,-96.547563,0,,161
5309,DALLAS 10 0,32.828651,-96.745951,0,,161
5310,FORT WORTH 4 0,32.868421,-97.252132,0,,161
5311,DALLAS 30 0,32.84831,-96.825474,0,,161
5312,AZLE 0,32.900196,-97.561179,0,,161
5313,HUTCHINS 0,32.63852,-96.695516,0,,161
5314,VALLEY MILLS 0,31.662159,-97.506079,0,,161
5315,DENTON 6 0,33.227695,-97.183844,0,,161
5316,MESQUITE 3 0,32.817309,-96.630277,0,,161
5317,GRANBURY 1 0,32.33422,-97.731686,0,,500
5318,GRANBURY 1 1,32.33422,-97.731686,0,,161
5319,GRANBURY 1 2,32.33422,-97.731686,262.7999878,Natural Gas,13.19999981
5320,GRANBURY 1 3,32.33422,-97.731686,262.7999878,Natural Gas,13.19999981
